0,0,0,0,0,0,0
100,0,0,0,0,0,0
200,0,0,0,0,0,0
300,0,0,0,0,0,0
400,0,0,0,0,0,0
500,0,0,0,0,0,0
600,0,0,0,0,0,0
700,0,0,0,0,0,0
800,0,0,0,0,0,0
900,0,0,0,0,0,0
1000,0,0,0,0,0,0
1100,0,0,0,0,0,0
1200,0,0,0,0,0,0
1300,0,0,0,0,0,0
1400,0,0,0,0,0,0
1500,0,0,0,0,0,0
1600,0,0,0,0,0,0
1700,0,0,0,0,0,0
1800,255,0,0,0,0,0
1900,255,0,0,0,0,0
2000,255,0,0,0,0,0
2100,255,0,0,0,0,0
2200,255,0,0,0,0,0
2300,255,0,0,0,0,0
2400,255,0,0,0,0,0
2500,255,0,0,0,0,0
2600,255,0,0,0,0,0
2700,255,0,0,0,0,0
2800,255,0,0,0,0,0
2900,255,0,0,0,0,0
3000,255,0,0,0,0,0
3100,255,0,0,0,0,0
3200,255,0,0,0,0,0
3300,255,0,0,0,0,0
3400,255,0,0,0,0,0
3500,255,0,0,0,0,0
3600,255,255,0,0,0,0
3700,255,255,0,0,0,0
3800,255,255,0,0,0,0
3900,255,255,0,0,0,0
4000,255,255,0,0,0,0
4100,255,255,0,0,0,0
4200,255,255,0,0,0,0
4300,255,255,0,0,0,0
4400,255,255,0,0,0,0
4500,255,255,0,0,0,0
4600,255,255,0,0,0,0
4700,255,255,0,0,0,0
4800,255,255,0,0,0,0
4900,255,255,0,0,0,0
5000,255,255,0,0,0,0
5100,255,255,0,0,0,0
5200,255,255,0,0,0,0
5300,255,255,0,0,0,0
5400,255,255,0,0,0,0
5500,255,255,0,0,0,0
5600,255,255,0,0,0,0
5700,255,255,255,0,0,0
5800,255,255,255,0,0,0
5900,255,255,255,0,0,0
6000,255,255,255,0,0,0
6100,255,255,255,0,0,0
6200,255,255,255,0,0,0
6300,255,255,255,0,0,0
6400,255,255,255,0,0,0
6500,255,255,255,0,0,0
6600,255,255,255,0,0,0
6700,255,255,255,0,0,0
6800,255,255,255,0,0,0
6900,255,255,255,0,0,0
7000,255,255,255,0,0,0
7100,255,255,255,0,0,0
7200,255,255,255,0,0,0
7300,255,255,255,0,0,0
7400,255,255,255,255,0,0
7500,255,255,255,255,0,0
7600,255,255,255,255,0,0
7700,255,255,255,255,0,0
7800,255,255,255,255,0,0
7900,255,255,255,255,0,0
8000,255,255,255,255,0,0
8100,255,255,255,255,0,0
8200,255,255,255,255,0,0
8300,255,255,255,255,0,0
8400,255,255,255,255,0,0
8500,255,255,255,255,0,0
8600,255,255,255,255,0,0
8700,255,255,255,255,0,0
8800,255,255,255,255,0,0
8900,255,255,255,255,0,0
9000,255,255,255,255,0,0
9100,255,255,255,255,0,0
9200,255,255,255,255,0,0
9300,255,255,255,255,0,0
9400,255,255,255,255,0,0
9500,255,255,255,255,0,0
9600,0,0,0,0,255,0
9700,0,0,0,0,255,0
9800,0,0,0,0,255,0
9900,0,0,0,0,255,0
10000,0,0,0,0,255,0
10100,0,0,0,255,0,0
10200,0,0,0,255,0,0
10300,0,0,0,255,0,0
10400,0,0,0,255,0,0
10500,0,0,255,0,0,0
10600,0,0,255,0,0,0
10700,0,0,255,0,0,0
10800,255,0,255,0,0,255
10900,255,0,255,0,0,255
11000,255,0,255,0,0,255
11100,255,0,255,0,0,255
11200,255,0,255,0,0,255
11300,0,0,0,0,0,0
11400,0,0,0,0,0,0
11500,255,0,0,0,255,0
11600,255,0,0,0,255,0
11700,255,0,0,0,255,0
11800,255,0,0,0,255,0
11900,255,0,0,0,255,0
12000,255,0,0,0,255,0
12100,0,0,0,0,0,0
12200,0,0,0,0,0,0
12300,0,0,0,0,0,0
12400,0,0,255,0,0,0
12500,0,0,255,0,0,0
12600,0,0,255,0,0,0
12700,0,0,255,0,0,0
12800,0,255,0,255,0,0
12900,0,255,0,255,0,0
13000,0,255,0,255,0,0
13100,0,255,0,255,0,0
13200,0,255,0,255,0,0
13300,255,0,0,0,255,0
13400,255,0,0,0,255,0
13500,255,0,0,0,255,0
13600,255,0,0,0,255,0
